,internet_service_type_id,payment_type_id,contract_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,payment_type,internet_service_type
2175,1,2,1,3113-IWHLC,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,Yes,55.8,274.35,No,Month-to-month,Mailed check,DSL
2176,3,2,3,3115-CZMZD,Male,0,No,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25, ,No,Two year,Mailed check,None
2177,2,4,2,3115-JPJDD,Female,0,Yes,No,59,Yes,No,Yes,No,Yes,No,No,No,Yes,81.25,4639.45,No,One year,Credit card (automatic),Fiber optic
2178,3,4,3,3118-UHVVQ,Female,0,Yes,No,68,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.8,1911.5,No,Two year,Credit card (automatic),None
2179,3,3,3,3120-FAZKD,Male,0,Yes,Yes,54,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.05,1230.9,No,Two year,Bank transfer (automatic),None
2180,3,4,2,3125-RAHBV,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,467.15,No,One year,Credit card (automatic),None
2181,1,4,1,3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,No,No,No,No,No,No,Yes,52.15,2583.75,No,Month-to-month,Credit card (automatic),DSL
2182,2,3,1,3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,No,Yes,79.15,4018.55,No,Month-to-month,Bank transfer (automatic),Fiber optic
2183,3,2,3,3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.6,485.9,No,Two year,Mailed check,None
2184,2,4,1,3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Yes,No,No,No,No,No,No,80.55,188.1,No,Month-to-month,Credit card (automatic),Fiber optic
2185,3,2,2,3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,294.5,No,One year,Mailed check,None
2186,1,1,1,3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,No,No,No,No,Yes,Yes,Yes,44.85,2572.95,Yes,Month-to-month,Electronic check,DSL
2187,2,4,3,3133-PZNSR,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,97.75,6991.6,No,Two year,Credit card (automatic),Fiber optic
2188,2,4,3,3134-DSHVC,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,98.0,6218.45,No,Two year,Credit card (automatic),Fiber optic
2189,1,2,1,3137-LUPIX,Female,0,No,No,4,Yes,Yes,No,No,No,Yes,Yes,No,Yes,64.4,253,No,Month-to-month,Mailed check,DSL
2190,1,2,2,3137-NYQQI,Male,0,Yes,No,17,Yes,No,Yes,Yes,No,No,No,Yes,No,64.8,1175.6,No,One year,Mailed check,DSL
2191,2,1,1,3138-BKYAV,Male,0,No,No,6,Yes,No,No,Yes,No,No,Yes,No,Yes,85.35,489.45,Yes,Month-to-month,Electronic check,Fiber optic
2192,2,1,1,3143-ILDAL,Male,0,No,No,56,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,94.45,5124.6,Yes,Month-to-month,Electronic check,Fiber optic
2193,2,1,1,3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,No,No,No,No,Yes,Yes,No,88.35,1222.8,Yes,Month-to-month,Electronic check,Fiber optic
2194,1,1,1,3144-AUDBS,Female,0,Yes,No,6,Yes,No,No,No,No,Yes,No,No,Yes,49.15,270.8,Yes,Month-to-month,Electronic check,DSL
2195,2,3,1,3144-KMTWZ,Male,0,Yes,No,71,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,93.25,6669.45,No,Month-to-month,Bank transfer (automatic),Fiber optic
2196,3,3,2,3146-JTQHR,Male,0,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,189.45,No,One year,Bank transfer (automatic),None
2197,1,4,3,3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,88.05,6425.65,No,Two year,Credit card (automatic),DSL
2198,3,4,3,3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.95,1718.35,No,Two year,Credit card (automatic),None
2199,3,2,1,3148-BLQJT,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,20.1,Yes,Month-to-month,Mailed check,None
2200,2,1,1,3154-CFSZG,Male,0,Yes,Yes,47,Yes,No,Yes,No,Yes,No,No,Yes,No,90.05,4137.2,No,Month-to-month,Electronic check,Fiber optic
2201,3,3,3,3154-HMWUU,Male,0,Yes,No,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.5,1198.8,No,Two year,Bank transfer (automatic),None
2202,3,2,1,3156-QLHBO,Male,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.25,48.35,No,Month-to-month,Mailed check,None
2203,2,1,1,3158-MOERK,Female,0,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.0,174.8,Yes,Month-to-month,Electronic check,Fiber optic
2204,1,3,1,3160-TYXLT,Male,0,No,No,53,No,No phone service,Yes,Yes,No,No,No,Yes,Yes,46.3,2546.85,No,Month-to-month,Bank transfer (automatic),DSL
2205,2,4,1,3161-GETRM,Male,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.05,3097,No,Month-to-month,Credit card (automatic),Fiber optic
2206,1,3,2,3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,65.85,3928.3,No,One year,Bank transfer (automatic),DSL
2207,2,1,2,3162-KKZXO,Female,1,No,No,55,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.15,5409.75,No,One year,Electronic check,Fiber optic
2208,2,1,1,3162-ZJZFU,Male,0,Yes,Yes,53,Yes,No,No,Yes,No,Yes,Yes,No,Yes,92.55,4779.45,No,Month-to-month,Electronic check,Fiber optic
2209,1,2,2,3164-AALRN,Male,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,70.0,347.4,Yes,One year,Mailed check,DSL
2210,1,1,1,3164-YAXFY,Male,0,No,No,57,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,53.75,3196,No,Month-to-month,Electronic check,DSL
2211,1,2,1,3165-HDOEW,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,45.85,45.85,Yes,Month-to-month,Mailed check,DSL
2212,1,4,3,3166-PNEOF,Female,0,No,No,61,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,86.45,5175.3,No,Two year,Credit card (automatic),DSL
2213,2,1,1,3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,No,Yes,No,No,Yes,Yes,No,101.15,3741.85,No,Month-to-month,Electronic check,Fiber optic
2214,2,3,1,3170-GWYKC,Female,0,No,No,60,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.95,6236.75,No,Month-to-month,Bank transfer (automatic),Fiber optic
2215,3,3,3,3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,930.9,No,Two year,Bank transfer (automatic),None
2216,1,2,1,3173-NVMPX,Female,0,Yes,Yes,9,Yes,Yes,No,Yes,No,No,No,No,Yes,55.3,501.2,No,Month-to-month,Mailed check,DSL
2217,3,4,3,3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,1415.85,No,Two year,Credit card (automatic),None
2218,1,4,3,3174-AKMAS,Female,0,Yes,No,46,Yes,No,No,Yes,No,Yes,Yes,No,Yes,64.2,3009.5,No,Two year,Credit card (automatic),DSL
2219,2,1,1,3174-RKMOW,Male,0,Yes,Yes,35,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.95,3782.4,No,Month-to-month,Electronic check,Fiber optic
2220,2,1,1,3177-LASXD,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,71.35,71.35,Yes,Month-to-month,Electronic check,Fiber optic
2221,3,4,2,3178-CIFOT,Female,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.65,478.1,No,One year,Credit card (automatic),None
2222,2,4,1,3178-FESZO,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.25,100.25,Yes,Month-to-month,Credit card (automatic),Fiber optic
2223,1,3,1,3179-GBRWV,Male,1,Yes,No,21,Yes,No,Yes,Yes,No,No,No,Yes,Yes,64.95,1339.8,No,Month-to-month,Bank transfer (automatic),DSL
2224,3,1,1,3181-MIZBN,Male,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,313.4,No,Month-to-month,Electronic check,None
2225,1,3,2,3181-VTHOE,Male,0,Yes,No,70,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,51.05,3635.15,No,One year,Bank transfer (automatic),DSL
2226,2,3,3,3186-AJIEK,Male,0,No,No,66,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,105.65,6844.5,No,Two year,Bank transfer (automatic),Fiber optic
2227,2,1,1,3186-BAXNB,Female,0,No,No,1,Yes,No,No,Yes,No,Yes,Yes,No,No,91.7,91.7,Yes,Month-to-month,Electronic check,Fiber optic
2228,3,2,1,3190-FZATL,Male,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,268.4,No,Month-to-month,Mailed check,None
2229,3,3,3,3190-ITQXP,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,890.35,No,Two year,Bank transfer (automatic),None
2230,2,3,2,3190-XFANI,Male,0,No,Yes,49,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,100.6,5069.65,Yes,One year,Bank transfer (automatic),Fiber optic
2231,2,1,1,3191-CSNMG,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,Yes,No,Yes,80.7,239.45,No,Month-to-month,Electronic check,Fiber optic
2232,2,2,1,3192-LNKRK,Male,0,Yes,Yes,34,Yes,No,No,No,Yes,No,Yes,No,Yes,84.05,2909.95,No,Month-to-month,Mailed check,Fiber optic
2233,2,3,3,3192-NQECA,Male,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.0,7611.85,Yes,Two year,Bank transfer (automatic),Fiber optic
2234,2,3,1,3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,Yes,No,Yes,84.4,4116.15,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
2235,3,1,1,3195-TQDZX,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.25,61.45,No,Month-to-month,Electronic check,None
2236,2,2,1,3196-NVXLZ,Female,0,No,No,25,Yes,Yes,No,No,No,No,Yes,No,Yes,84.6,2088.05,No,Month-to-month,Mailed check,Fiber optic
2237,2,2,1,3197-ARFOY,Female,1,No,No,19,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,105.0,2007.25,No,Month-to-month,Mailed check,Fiber optic
2238,2,4,3,3197-NNYNB,Male,0,No,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,105.1,6631.85,No,Two year,Credit card (automatic),Fiber optic
2239,2,3,1,3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,No,No,No,No,No,Yes,Yes,84.75,264.85,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
2240,2,1,2,3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,111.25,7511.65,No,One year,Electronic check,Fiber optic
2241,2,1,1,3199-XGZCY,Female,0,No,No,8,Yes,Yes,No,No,No,No,No,No,Yes,75.25,576.7,No,Month-to-month,Electronic check,Fiber optic
2242,1,4,3,3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,70.9,4677.1,No,Two year,Credit card (automatic),DSL
2243,1,4,2,3205-MXZRA,Male,0,No,No,26,Yes,No,No,No,No,Yes,Yes,No,No,59.45,1507,No,One year,Credit card (automatic),DSL
2244,2,3,1,3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,95.25,5427.05,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
2245,2,1,1,3208-YPIOE,Male,0,No,No,39,Yes,Yes,No,No,No,No,No,No,No,75.25,3017.65,Yes,Month-to-month,Electronic check,Fiber optic
2246,1,1,1,3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,No,Yes,No,No,No,No,No,54.25,2538.2,No,Month-to-month,Electronic check,DSL
2247,2,2,1,3211-AAPKX,Male,0,No,No,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,98.55,2031.95,No,Month-to-month,Mailed check,Fiber optic
2248,2,3,1,3211-ILJTT,Male,0,Yes,No,17,Yes,No,No,No,No,No,No,No,Yes,70.4,1214.05,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
2249,3,3,3,3212-KXOCR,Male,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.0,1107.2,No,Two year,Bank transfer (automatic),None
2250,3,2,3,3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.35, ,No,Two year,Mailed check,None
2251,2,3,2,3214-IYUUQ,Female,0,Yes,No,61,Yes,No,Yes,Yes,No,Yes,No,Yes,No,93.7,5860.7,No,One year,Bank transfer (automatic),Fiber optic
2252,2,4,1,3217-FZDMN,Female,1,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.45,742.95,Yes,Month-to-month,Credit card (automatic),Fiber optic
2253,1,4,3,3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.1,6352.4,No,Two year,Credit card (automatic),DSL
2254,1,4,1,3221-CJMSG,Male,0,No,No,24,Yes,No,No,No,No,Yes,No,No,Yes,51.1,1269.6,No,Month-to-month,Credit card (automatic),DSL
2255,2,1,1,3223-DWFIO,Male,1,No,No,4,Yes,No,No,No,No,No,No,No,No,69.35,261.65,No,Month-to-month,Electronic check,Fiber optic
2256,2,1,1,3223-WZWJM,Male,0,No,No,26,Yes,Yes,No,No,No,No,No,Yes,Yes,83.95,2254.2,Yes,Month-to-month,Electronic check,Fiber optic
2257,2,1,2,3224-DFQNQ,Female,0,Yes,No,66,Yes,Yes,Yes,Yes,No,Yes,No,No,No,89.0,5898.6,No,One year,Electronic check,Fiber optic
2258,1,3,3,3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.55,5963.95,No,Two year,Bank transfer (automatic),DSL
2259,1,3,2,3229-USWAR,Female,0,No,No,34,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.95,2727.3,No,One year,Bank transfer (automatic),DSL
2260,1,2,3,3230-IUALN,Female,0,Yes,Yes,45,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,81.0,3533.6,No,Two year,Mailed check,DSL
2261,2,4,3,3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,99.0,7061.65,No,Two year,Credit card (automatic),Fiber optic
2262,1,4,2,3230-WYKIR,Male,0,No,No,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,82.0,1425.45,Yes,One year,Credit card (automatic),DSL
2263,1,1,1,3234-VKACU,Male,0,No,No,2,Yes,No,No,No,No,Yes,Yes,Yes,No,70.3,132.4,No,Month-to-month,Electronic check,DSL
2264,2,1,1,3235-ETOOB,Male,0,Yes,No,8,Yes,No,Yes,No,No,No,No,No,Yes,74.5,609.9,Yes,Month-to-month,Electronic check,Fiber optic
2265,1,2,1,3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,No,No,No,Yes,No,No,Yes,31.0,95.05,Yes,Month-to-month,Mailed check,DSL
2266,3,1,3,3239-TPHPZ,Female,0,Yes,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,264.55,No,Two year,Electronic check,None
2267,3,2,2,3243-ZHOHY,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,296.15,No,One year,Mailed check,None
2268,2,3,3,3244-CQPHU,Female,1,No,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,110.1,7746.7,No,Two year,Bank transfer (automatic),Fiber optic
2269,2,1,1,3244-DCJWY,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.25,70.25,Yes,Month-to-month,Electronic check,Fiber optic
2270,3,2,1,3247-MHJKM,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.2,20.2,No,Month-to-month,Mailed check,None
2271,2,1,1,3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,No,No,No,No,No,Yes,No,85.55,851.75,Yes,Month-to-month,Electronic check,Fiber optic
2272,1,4,3,3249-VHRIP,Female,0,No,No,62,No,No phone service,No,Yes,Yes,No,No,Yes,Yes,43.6,2748.7,No,Two year,Credit card (automatic),DSL
2273,2,1,1,3249-ZPQRG,Male,0,No,No,4,Yes,Yes,No,Yes,No,No,No,No,No,78.45,330.05,Yes,Month-to-month,Electronic check,Fiber optic
2274,3,3,2,3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.05,1301.9,No,One year,Bank transfer (automatic),None
2275,2,1,2,3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.3,5244.45,No,One year,Electronic check,Fiber optic
2276,2,1,1,3254-YRILK,Male,1,No,No,19,Yes,Yes,No,Yes,No,No,Yes,No,Yes,88.2,1775.8,Yes,Month-to-month,Electronic check,Fiber optic
2277,1,4,1,3255-GRXMG,Male,0,No,Yes,18,Yes,No,No,No,No,No,No,No,Yes,45.65,747.2,No,Month-to-month,Credit card (automatic),DSL
2278,1,4,1,3256-EZDBI,Male,1,Yes,No,51,No,No phone service,No,Yes,No,No,No,No,Yes,29.45,1459.35,No,Month-to-month,Credit card (automatic),DSL
2279,1,4,1,3258-SANFR,Male,1,No,No,6,Yes,No,No,No,No,No,No,No,No,44.7,276.5,No,Month-to-month,Credit card (automatic),DSL
2280,2,3,3,3258-SYSWS,Male,1,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.8,7845.8,No,Two year,Bank transfer (automatic),Fiber optic
2281,2,3,3,3258-ZKPAI,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.6,8337.45,No,Two year,Bank transfer (automatic),Fiber optic
2282,2,3,3,3259-FDWOY,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.0,7723.7,Yes,Two year,Bank transfer (automatic),Fiber optic
2283,1,3,3,3259-KNMRR,Male,1,No,No,57,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,79.75,4438.2,No,Two year,Bank transfer (automatic),DSL
2284,1,1,3,3259-QMXUN,Male,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,86.1,4890.5,No,Two year,Electronic check,DSL
2285,3,3,3,3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.45,1813.35,No,Two year,Bank transfer (automatic),None
2286,1,4,3,3262-EIDHV,Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,84.7,5893.9,No,Two year,Credit card (automatic),DSL
2287,3,2,3,3266-FTKHB,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.15,343.45,No,Two year,Mailed check,None
2288,2,3,1,3269-ATYWD,Male,1,No,No,39,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.65,3759.05,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
2289,1,3,1,3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,No,Yes,No,Yes,No,No,No,56.3,401.5,No,Month-to-month,Bank transfer (automatic),DSL
2290,3,4,3,3274-NSDWE,Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,1441.65,No,Two year,Credit card (automatic),None
2291,1,4,2,3275-RHRNE,Male,0,Yes,Yes,28,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,60.0,1682.05,No,One year,Credit card (automatic),DSL
2292,2,2,1,3276-HDUEG,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,75.05,75.05,Yes,Month-to-month,Mailed check,Fiber optic
2293,1,2,1,3278-FSIXX,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,Yes,45.25,74.2,No,Month-to-month,Mailed check,DSL
2294,3,2,3,3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,1378.45,No,Two year,Mailed check,None
2295,1,4,3,3280-MRDOF,Male,1,No,No,30,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,69.1,2093.9,No,Two year,Credit card (automatic),DSL
2296,3,4,2,3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,678.8,No,One year,Credit card (automatic),None
2297,1,4,2,3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,83.7,2633.3,No,One year,Credit card (automatic),DSL
2298,3,2,3,3283-WCWXT,Male,0,Yes,Yes,6,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.4,153.3,No,Two year,Mailed check,None
2299,3,2,3,3284-SVCRO,Female,0,Yes,No,45,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.5,1121.05,No,Two year,Mailed check,None
2300,1,4,1,3285-UCQVC,Female,0,No,No,37,No,No phone service,No,No,No,Yes,No,No,No,28.6,973.55,Yes,Month-to-month,Credit card (automatic),DSL
2301,2,1,1,3292-PBZEJ,Male,1,No,No,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.4,1183.05,No,Month-to-month,Electronic check,Fiber optic
2302,2,2,1,3295-YVUSR,Male,1,No,No,2,Yes,Yes,No,No,No,No,No,No,Yes,72.6,154.3,No,Month-to-month,Mailed check,Fiber optic
2303,2,2,1,3296-SILRA,Female,1,Yes,No,1,Yes,No,No,Yes,No,No,No,No,Yes,76.4,76.4,Yes,Month-to-month,Mailed check,Fiber optic
2304,1,2,3,3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,Yes,No,No,Yes,No,No,No,34.6,813.45,No,Two year,Mailed check,DSL
2305,1,1,1,3301-LSLWQ,Female,0,No,No,29,Yes,Yes,Yes,No,No,No,No,Yes,Yes,66.1,1912.15,No,Month-to-month,Electronic check,DSL
2306,2,3,2,3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Yes,Yes,No,No,No,No,Yes,85.5,5696.6,No,One year,Bank transfer (automatic),Fiber optic
2307,1,2,1,3307-TLCUD,Male,0,Yes,No,17,No,No phone service,Yes,No,Yes,No,No,No,No,34.4,592.75,No,Month-to-month,Mailed check,DSL
2308,3,3,3,3308-DGHKL,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.3,1447.9,No,Two year,Bank transfer (automatic),None
2309,1,4,3,3308-JSGML,Male,1,Yes,No,59,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,64.05,3886.85,No,Two year,Credit card (automatic),DSL
2310,3,2,1,3308-MHOOC,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.2,19.2,No,Month-to-month,Mailed check,None
2311,2,4,1,3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.85,3145.9,No,Month-to-month,Credit card (automatic),Fiber optic
2312,2,1,1,3312-ZWLGF,Male,1,Yes,No,29,Yes,Yes,No,No,No,Yes,No,No,Yes,79.3,2414.55,No,Month-to-month,Electronic check,Fiber optic
2313,2,1,2,3313-QKNKB,Male,0,Yes,No,59,Yes,Yes,No,No,No,No,No,Yes,No,85.55,5084.65,Yes,One year,Electronic check,Fiber optic
2314,1,2,2,3315-IKYZQ,Male,0,Yes,Yes,28,No,No phone service,Yes,No,Yes,Yes,Yes,No,No,50.8,1386.8,No,One year,Mailed check,DSL
2315,2,2,1,3315-TOTBP,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,76.0,1130.85,Yes,Month-to-month,Mailed check,Fiber optic
2316,2,4,1,3316-UWXUY,Male,0,No,No,50,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,93.5,4747.5,No,Month-to-month,Credit card (automatic),Fiber optic
2317,1,1,1,3317-HRTNN,Female,1,No,No,5,No,No phone service,No,No,No,No,Yes,Yes,No,45.7,198,Yes,Month-to-month,Electronic check,DSL
2318,2,1,1,3317-VLGQT,Female,0,Yes,No,14,Yes,No,No,No,No,No,No,Yes,Yes,78.1,1122.4,No,Month-to-month,Electronic check,Fiber optic
2319,3,3,1,3318-ISQFQ,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.5,413,No,Month-to-month,Bank transfer (automatic),None
2320,2,1,1,3318-NMQXL,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Yes,Yes,92.0,266.8,No,Month-to-month,Electronic check,Fiber optic
2321,2,1,1,3318-OSATS,Male,1,No,No,35,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,3474.05,Yes,Month-to-month,Electronic check,Fiber optic
2322,2,1,1,3319-DWOEP,Male,1,Yes,No,6,Yes,No,No,No,Yes,No,Yes,Yes,Yes,95.75,573.75,Yes,Month-to-month,Electronic check,Fiber optic
2323,2,1,1,3320-VEOYC,Male,1,No,No,14,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.6,1273.3,No,Month-to-month,Electronic check,Fiber optic
2324,2,4,1,3323-CPBWR,Male,0,No,No,23,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,96.9,2085.45,No,Month-to-month,Credit card (automatic),Fiber optic
2325,2,3,2,3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,104.65,7288.4,No,One year,Bank transfer (automatic),Fiber optic
2326,2,1,2,3325-FUYCG,Male,0,Yes,Yes,28,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,106.1,2847.4,Yes,One year,Electronic check,Fiber optic
2327,2,2,2,3327-YBAKM,Female,0,Yes,No,64,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,96.9,6314.35,No,One year,Mailed check,Fiber optic
